source,station,comp,lat,lon,dist,max_amp,max_amp_anti,max_amp_causal,snr,snr_anticausal,snr_causal,noise,noise_anticausal,noise_causal
SVD,NO.B4019,EN,34.11611,-117.64833,50.7666229233644,1.2210967552429943e-11,1.2210967552429943e-11,9.224929277063017e-12,5.930730534675992,5.295930788587047,5.427500083210015,2.2557287278670946e-10,1.8842174074757314e-10,1.2401761387360808e-10
SVD,NO.B4020,EN,34.11389,-117.64611,50.55789473026995,7.009720234417316e-12,7.009720234417316e-12,5.753715426108669e-12,3.770803348484657,3.581850510805754,3.3288941421345704,2.0366297217533924e-10,1.5988917343441596e-10,1.2615093520760062e-10
SVD,NO.B4021,EN,34.11194,-117.64722,50.657823959675774,1.6632472849611987e-11,1.6632472849611987e-11,1.0522879191252805e-11,7.0411480565503055,6.19806323546968,5.585956788906193,2.5879684604479346e-10,2.1926063068354785e-10,1.3747939247387359e-10
SVD,NO.B4022,EN,34.10944,-117.6475,50.681840785958826,1.1514305961493353e-11,1.1514305961493353e-11,8.253852915262289e-12,5.128924014519863,4.743523988169372,4.141317685650659,2.459556179897857e-10,1.9834786351338572e-10,1.454382723371421e-10
SVD,NO.B4023,EN,34.10583,-117.64722,50.65606068071183,7.87474078178694e-12,7.87474078178694e-12,6.565882069571841e-12,3.4883995532538927,3.3905729907053,3.021253322868011,2.473176725922251e-10,1.897674246835811e-10,1.5860124749003852e-10
SVD,NO.B4024,EN,34.10333,-117.6475,50.68378847939806,1.1229763872789673e-11,1.1229763872789673e-11,7.234909233902215e-12,5.094747564911706,4.741662854809157,3.6550001053002403,2.4148652235965514e-10,1.9352231818122835e-10,1.444467128290694e-10
SVD,NO.B4025,EN,34.10139,-117.64722,50.66046789960348,9.75671075775343e-12,9.75671075775343e-12,5.462294452220774e-12,4.282265420954826,4.186608686601408,2.4698029974546527,2.496173703597834e-10,1.9041443480316077e-10,1.6140376266966665e-10
SVD,NO.B4027,EN,34.09583,-117.64611,50.57033971612768,1.762090529396499e-11,1.762090529396499e-11,8.869100682580321e-12,8.27165126976884,7.040948025835615,5.752242864558314,2.333897644416273e-10,2.0446702780672458e-10,1.125345133103724e-10
SVD,NO.B4029,EN,34.08917,-117.64722,50.6973060988034,9.852358552549834e-12,9.852358552549834e-12,5.67759663137669e-12,6.601116443233699,5.731898977931634,4.947985321424107,1.6351889980794808e-10,1.404534365221366e-10,8.373328348705735e-11
SVD,NO.B4030,EN,34.08639,-117.64694,50.684928520303096,8.242407745633237e-12,8.242407745633237e-12,4.777542066783897e-12,5.118196004285579,4.644219722721759,3.469385510503543,1.764339254056047e-10,1.4502137733370577e-10,1.0048746265214091e-10
SVD,NO.B4031,EN,34.08417,-117.64694,50.697007068059364,1.929471345652154e-11,1.929471345652154e-11,7.052216859974359e-12,8.971656207162829,7.5769982452814455,4.655551422629533,2.356193704219751e-10,2.0808080725385555e-10,1.1053897670338607e-10
SVD,NO.B4032,EN,34.08139,-117.64722,50.73961483690526,2.235171703935385e-11,2.235171703935385e-11,8.246156099760478e-12,9.829884340160556,8.003279224255742,6.024995798440712,2.491193251833805e-10,2.282266192532442e-10,9.986515129942776e-11
SVD,NO.B4033,EN,34.07889,-117.64667,50.70565393159691,2.449092549163658e-11,2.449092549163658e-11,8.079680900352086e-12,9.503842147711392,7.812514586416859,4.9667387356077,2.8232602939022964e-10,2.561563653332901e-10,1.1870932301420478e-10
SVD,NO.B4034,EN,34.07611,-117.64778,50.82822956565644,1.888092596139347e-11,1.888092596139347e-11,8.951141503685697e-12,8.553374838625183,7.130914740998154,6.0470796866670975,2.418415081028571e-10,2.163882968020436e-10,1.0799731500632306e-10
SVD,NO.B4035,EN,34.07306,-117.64722,50.80112892855677,1.14514527968915e-11,1.14514527968915e-11,5.0042467870930465e-12,5.906590807043465,5.300092220008335,3.0923868285935967,2.124072224672158e-10,1.7656360951104763e-10,1.1807675449751998e-10
SVD,NO.B4036,EN,34.07139,-117.6475,50.84123894073552,1.6580181822230774e-11,1.6580181822230774e-11,4.779295954456478e-12,8.686887598964654,7.218006166639784,3.7855872256611085,2.091077583478214e-10,1.8772745617427774e-10,9.211111116247326e-11
SVD,NO.B4037,EN,34.06806,-117.64806,50.92333230054562,1.0409375541125393e-11,1.0409375541125393e-11,7.147956030621781e-12,5.286133728409149,4.615704567237927,4.651120222478505,2.1574175155143443e-10,1.843221168775697e-10,1.1211538963163078e-10
SVD,NO.B4038,EN,34.06611,-117.64583,50.73745542770537,1.23093658436455e-11,1.23093658436455e-11,5.2498718438383405e-12,6.174019343655607,5.516640693445438,3.184908180811578,2.184304464129821e-10,1.8232755139021513e-10,1.2028517749175547e-10
SVD,NO.B4039,EN,34.06167,-117.64694,50.88654856848827,7.1423200907150946e-12,7.1423200907150946e-12,5.187193477025043e-12,4.335483771314016,4.000080138894446,3.563034003535751,1.8048733396127064e-10,1.4592387070659132e-10,1.0621629667077108e-10
SVD,NO.B4040,EN,34.05889,-117.64722,50.9441135201888,8.515186267933718e-12,8.515186267933718e-12,5.5421467303731014e-12,4.710193586113992,4.271242907640476,3.5906622620542508,1.9806305461605897e-10,1.6294121186036926e-10,1.1260166553527628e-10
SVD,NO.B4041,EN,34.05806,-117.64694,50.928280773836725,7.0902933066824856e-12,7.0902933066824856e-12,4.403819662957829e-12,5.194906755093694,4.792861106983427,3.651573654209553,1.4953204104395142e-10,1.2090984474210352e-10,8.798091124335088e-11
SVD,NO.B4042,EN,34.05611,-117.64667,50.92734821189658,8.51436395389663e-12,8.51436395389663e-12,5.7264332971086024e-12,5.653838460459986,5.157142566135885,4.400307191023693,1.6498932434955966e-10,1.3493801408698456e-10,9.493792447481125e-11
SVD,NO.B4043,EN,34.05139,-117.6475,51.064882359678606,1.2672934958663446e-11,1.2672934958663446e-11,8.016448818999885e-12,7.529833374750838,6.562185257982135,6.136590195635594,1.8439017744545854e-10,1.5786401575059998e-10,9.528216028964711e-11
SVD,NO.B4044,EN,34.04944,-117.64722,51.066144177125054,1.0158459472941363e-11,1.0158459472941363e-11,5.322780210025629e-12,6.197333430794019,5.4725994441926655,4.041762533179653,1.7958460187013662e-10,1.517362868282875e-10,9.605586129132957e-11
SVD,NO.B4046,EN,34.04389,-117.64694,51.12208555198976,1.123435712287497e-11,1.123435712287497e-11,4.920632885533142e-12,7.42672597100222,6.204243371837997,4.815733266696023,1.657288008685791e-10,1.4802962050936502e-10,7.45202448277683e-11
SVD,NO.B4047,EN,34.04222,-117.6475,51.19924609318663,9.052759085434455e-12,9.052759085434455e-12,3.932573198480115e-12,6.146632451236203,5.396114628865635,3.3741215803606215,1.6135904877066734e-10,1.3715909705666116e-10,8.499485110744063e-11
SVD,NO.B4048,EN,34.03972,-117.64722,51.21374509484577,1.0246436039466027e-11,1.0246436039466027e-11,5.3448030346799435e-12,6.714309848442896,5.765977577517088,4.710811584450467,1.671926741347913e-10,1.452847247164978e-10,8.273898143193429e-11
SVD,NO.B4049,EN,34.03667,-117.6475,51.29019624538289,9.04212486321219e-12,9.04212486321219e-12,5.348282598492212e-12,6.955321025997688,5.7456800807842665,6.385658140841268,1.4242942284704242e-10,1.2867147589942653e-10,6.107202127328768e-11
SVD,NO.B4050,EN,34.03361,-117.64722,51.317905650084725,3.67113352694858e-12,3.67113352694858e-12,3.0207847965023103e-12,3.359122615648316,3.2098370152535463,2.945620879213588,1.1973545007475907e-10,9.351318777687687e-11,7.477875177088533e-11
SVD,NO.B4051,EN,34.02833,-117.64778,51.465898118553234,4.687547706373804e-12,3.1721517607114442e-12,4.687547706373804e-12,3.508663953010663,2.3555408991413103,3.544329599146822,1.4636894588931262e-10,1.1012356314178159e-10,9.641923647129013e-11
SVD,NO.B4052,EN,34.02806,-117.64667,51.370040266017305,5.886324636565785e-12,5.886324636565785e-12,4.313515510461963e-12,4.54064715815881,4.3184074543195194,3.572679151924066,1.4202723800883085e-10,1.1145612514006219e-10,8.802992959885791e-11
SVD,NO.B4053,EN,34.02611,-117.6475,51.48313543855194,6.0969181874694836e-12,6.0969181874694836e-12,3.5356949710801073e-12,4.952100796664116,4.405779768270923,3.5115501658078525,1.348858531837276e-10,1.1316291319461897e-10,7.340537082808893e-11
SVD,NO.B4054,EN,34.02278,-117.6475,51.5493473452858,1.0440228203636406e-11,1.0440228203636406e-11,6.244161680310204e-12,6.4849639222716196,5.54007855131011,5.306306078906015,1.7637929175221533e-10,1.5411431504158293e-10,8.57813059954021e-11
SVD,NO.B4055,EN,34.02361,-117.6475,51.53260433351618,1.3494244695049377e-11,1.3494244695049377e-11,7.647867971555588e-12,6.591500829514931,5.528515349721895,5.45096695888925,2.242896780501658e-10,1.9961271128956534e-10,1.022771977103189e-10
SVD,NO.B4056,EN,34.0175,-117.64583,51.508249783179174,1.1944741300847078e-11,1.1944741300847078e-11,6.520957707293635e-12,7.0050463155356395,5.988875003181329,5.21935540494781,1.8681455565153687e-10,1.6310974069229232e-10,9.107629051830298e-11
SVD,NO.B4057,EN,34.01694,-117.65056,51.94889153894544,1.122704263076561e-11,9.592482695876842e-12,1.122704263076561e-11,3.7006980583171094,3.0083970315901167,3.971684595138235,3.323762587742171e-10,2.608820468463592e-10,2.0594789396835154e-10
SVD,NO.B4058,EN,34.01194,-117.64917,51.933538828859014,1.5494468573414713e-11,1.5494468573414713e-11,8.47119123477628e-12,4.951830897702054,4.4906471816750875,3.1730943920885886,3.428128589249766e-10,2.8227943777305233e-10,1.9452242866786694e-10
SVD,NO.B4059,EN,34.00987,-117.65063,52.11289062951462,1.9900964586438744e-11,1.7627859868977603e-11,1.9900964586438744e-11,2.3924223009735326,2.1287978547318307,2.37867530414079,9.113418438688063e-10,6.775993734074909e-10,6.094284581014997e-10
SVD,NO.B4060,EN,34.00731,-117.65053,52.163741486029565,1.0170842331199289e-11,1.0170842331199289e-11,9.75447807302245e-12,3.2717318716082926,3.1803810953122356,3.2596643190604686,3.405839916997303e-10,2.617085517644929e-10,2.1795891662295836e-10
SVD,NO.B4061,EN,34.00491,-117.64701,51.903942699854845,1.5142157200888253e-11,1.5142157200888253e-11,1.0374546179895102e-11,4.291175998610357,4.0191117299433285,3.2394085278388807,3.8659509029166547e-10,3.0822544253140096e-10,2.3335132400297846e-10
SVD,NO.B4062,EN,34.00186,-117.64574,51.86501573380753,1.1142288117226129e-11,1.1142288117226129e-11,6.0031212107969485e-12,7.554597948296956,6.398891146938801,5.735076585113104,1.6158756857281404e-10,1.4245580720550618e-10,7.626850798790763e-11
SVD,NO.B4063,EN,33.99902,-117.64553,51.91835058710781,1.757421881610011e-11,1.757421881610011e-11,7.428297703387835e-12,8.402903848005682,6.960833715777581,5.456327590385318,2.2913510765862994e-10,2.0655021408748984e-10,9.919630347015983e-11
SVD,NO.B4064,EN,33.99766,-117.64634,52.02632367085098,1.603398612557692e-11,1.603398612557692e-11,1.0004473077569876e-11,5.0504396817842,4.598200077209336,3.6636849891399597,3.478221843783715e-10,2.8531873941351403e-10,1.989308645867331e-10
SVD,NO.B4065,EN,33.99396,-117.64552,52.050624649461724,1.17024894824784e-11,1.17024894824784e-11,8.48824870499301e-12,3.5667149846590425,3.5530965356513105,2.599454893099036,3.594637651835806e-10,2.694924133562112e-10,2.3788240292926534e-10
SVD,NO.B4066,EN,33.99234,-117.64534,52.07834571344927,9.823335589134318e-12,9.823335589134318e-12,4.365115082932521e-12,5.8248521668407145,5.466864003614739,2.841829232033474,1.8476520257857865e-10,1.470270529571652e-10,1.1189828319788533e-10
SVD,NO.B4067,EN,33.98776,-117.65055,52.67112219098593,1.3884346632541104e-11,1.3331350509755178e-11,1.3884346632541104e-11,2.745275139108916,2.5845382930739125,2.817514955495004,5.540961705598086e-10,4.223049347511216e-10,3.587214912908e-10
SVD,NO.B4068,EN,33.98559,-117.65055,52.73243953147853,1.7270725598368972e-11,1.583119466073317e-11,1.7270725598368972e-11,1.9592835334380438,1.773130587376844,1.9920558468141862,9.65735612024348e-10,7.310391543664849e-10,6.310523172567999e-10
SVD,NO.B4069,EN,33.98286,-117.64759,52.547143367650506,1.5834449957574968e-11,1.54308469627389e-11,1.5834449957574968e-11,2.6351473133745507,2.4815250237138433,2.7615683991849664,6.583309855241048e-10,5.090683255808729e-10,4.1743158288685525e-10
SVD,NO.B4070,EN,33.98087,-117.64755,52.60218064873818,1.4618452630712375e-11,1.4618452630712375e-11,6.7666143590407715e-12,4.740087511707099,4.432011731898073,2.425529221866594,3.37878401210193e-10,2.700250869187328e-10,2.0309669233861717e-10
SVD,NO.B4071,EN,33.97757,-117.65032,52.94748617630664,1.5917977725751316e-11,1.5917977725751316e-11,1.3290233078990461e-11,2.3973900840496474,2.384619001240073,2.0151921748829413,7.27434900535122e-10,5.466801770844611e-10,4.798982376498637e-10
SVD,NO.B4072,EN,33.97512,-117.65031,53.02133381293632,1.1964180805590035e-11,1.1964180805590035e-11,1.1187274803612202e-11,2.488140653140987,2.483919850355943,2.331379873561039,5.268140431133892e-10,3.9449995756623664e-10,3.491458427386947e-10
SVD,NO.B4073,EN,33.97203,-117.6503,53.11653991831838,1.7258289310115325e-11,1.7258289310115325e-11,1.3791263470301438e-11,2.5672672095380187,2.557545020789256,2.0613087624946846,7.364998112547361e-10,5.527182704270819e-10,4.867591658246993e-10
SVD,NO.B4074,EN,33.96962,-117.65028,53.191129340823146,1.3045766566489629e-11,1.3045766566489629e-11,1.0442351506897121e-11,2.8342067347076045,2.781923106721958,2.3250024768799626,5.042930480945886e-10,3.8413670952454124e-10,3.267268993397839e-10
SVD,NO.B4075,EN,33.96771,-117.64753,53.009466742147005,1.269086485492551e-11,1.269086485492551e-11,6.838569838229602e-12,4.430550361745751,4.156589004304161,2.6242641732305523,3.13818815013482e-10,2.5006439099158336e-10,1.89604981512814e-10
SVD,NO.B4076,EN,33.96525,-117.64742,53.080330799733716,1.6362631472472333e-11,1.6362631472472333e-11,4.990371331560831e-12,8.386852319146042,7.036568524538794,3.742800618607619,2.1374702415438962e-10,1.904679224307723e-10,9.700392187825463e-11
SVD,NO.B4077,EN,33.9614,-117.64745,53.21165278274662,1.2621126428162905e-11,1.2621126428162905e-11,9.910214998681099e-12,3.860697542697143,3.774180161899131,3.1243935842265995,3.581604243864627e-10,2.739284018079079e-10,2.3074254111380597e-10
SVD,NO.B4079,EN,33.95631,-117.64664,53.315473779719404,2.923757425358042e-11,2.923757425358042e-11,9.68289157182577e-12,9.142531910004267,7.585997786706266,4.638528846330906,3.5036495635047644e-10,3.1575842112722166e-10,1.5182958251182598e-10
SVD,NO.B4080,EN,33.95363,-117.64605,53.35817678572025,2.6039773339631473e-11,2.6039773339631473e-11,6.326147440766392e-12,8.0477943124941,6.846392948582997,2.722265553977779,3.5449141527616513e-10,3.1160299599410726e-10,1.6901992897878903e-10
SVD,NO.B4081,EN,33.95088,-117.64589,53.4426636963161,2.442523123204863e-11,2.442523123204863e-11,6.8749566716080285e-12,8.200319971097429,6.893590541730739,3.3552988660542407,3.2632683924972597e-10,2.9032462585482066e-10,1.4899938804228316e-10
SVD,NO.B4082,EN,33.94849,-117.64709,53.63426252542081,1.87027226914054e-11,1.87027226914054e-11,5.6003896050481555e-12,7.312950936119979,6.548926251549437,2.643038808381098,2.801929818932022e-10,2.3404035150473796e-10,1.5405590209317867e-10
SVD,NO.B4083,EN,33.94543,-117.64702,53.74087561764468,3.148197235445911e-11,3.148197235445911e-11,1.2113152919586165e-11,8.466322795959723,6.842421552131189,5.713167825293145,4.0739252410002305e-10,3.7711406116348846e-10,1.5412220334970735e-10
SVD,NO.B4084,EN,33.94323,-117.64642,53.770913766538435,3.2648892425016306e-11,3.2648892425016306e-11,8.625910172299038e-12,8.817649673178687,7.039174465305839,4.429666730682917,4.056593318385237e-10,3.8016060084443466e-10,1.4155356255946342e-10
SVD,NO.B4085,EN,33.94021,-117.64714,53.947969019434964,3.679634367477507e-11,3.679634367477507e-11,1.5211132864113263e-11,8.174952120987394,6.462509468406409,6.947357142285803,4.931334395380513e-10,4.667542175756505e-10,1.5912601787882221e-10
SVD,NO.B4086,EN,33.93687,-117.6467,54.03856762051147,3.777284580193897e-11,3.777284580193897e-11,1.0828887965191452e-11,9.289305541207442,7.323596061058877,5.613701977693991,4.4549446315992413e-10,4.2286838212464673e-10,1.4017006850762669e-10
SVD,NO.B4087,EN,33.9345,-117.6471,54.16588066690189,2.1524041684495088e-11,2.1524041684495088e-11,1.1582120594320453e-11,6.9686704225661975,5.896196830643089,5.331094549759741,3.3839156786720177e-10,2.993188431244241e-10,1.5785145977874076e-10
SVD,NO.B4088,EN,33.93237,-117.65187,54.66206418253586,3.0843260825521826e-11,3.0843260825521826e-11,6.884978932880312e-12,8.014194051238174,6.4821460322443984,3.1358598225574985,4.216442845274152e-10,3.903460385439867e-10,1.594172916206151e-10
SVD,NO.B4089,EN,33.92878,-117.65048,54.68523785747992,2.738890289723781e-11,2.738890289723781e-11,9.979550544597757e-12,7.270838028054152,5.967117449513893,4.289530721294741,4.1270058351107733e-10,3.7654565706984287e-10,1.689234731238498e-10
SVD,NO.B4090,EN,33.9268,-117.65257,54.94518363708552,2.3996637648626903e-11,2.3996637648626903e-11,9.758609283137549e-12,6.579140556409586,5.629559582662841,3.6661790215081305,3.996006833678862e-10,3.497941500547719e-10,1.9319616646181497e-10
SVD,NO.B4091,EN,33.92513,-117.65179,54.94605747654898,1.8343022122022997e-11,1.8343022122022997e-11,1.2009066056486209e-11,4.3688555698807825,4.093050748229746,3.1545741428985403,4.599903810583336e-10,3.6775652857756004e-10,2.7630831756350235e-10
SVD,NO.B4092,EN,33.9221,-117.65205,55.093123099596355,1.0314219882679613e-11,1.0314219882679613e-11,8.687494303470133e-12,4.244211573102759,3.860125762463882,4.175545327752125,2.6624685890082535e-10,2.1929867803148493e-10,1.509817197153322e-10
SVD,NO.B4093,EN,33.9186,-117.65212,55.245368012788596,1.3965693234604257e-11,1.3965693234604257e-11,4.855367749245796e-12,5.957746623055952,5.333370679176854,2.506405664093382,2.5681816716401087e-10,2.1494445977192565e-10,1.4055052543066803e-10
SVD,NO.B4094,EN,33.9163,-117.65136,55.277844866807385,1.955023560480086e-11,1.955023560480086e-11,1.0141764946985535e-11,5.568459220562866,4.966171054658512,3.5267295095873323,3.8464872008198854e-10,3.2314478836456707e-10,2.0864343654553612e-10
SVD,NO.B4095,EN,33.91415,-117.64978,55.23522717250342,1.5986179486261987e-11,1.5986179486261987e-11,1.025599470598067e-11,4.272926234525198,4.004031354622244,3.0225682986028426,4.098871589148129e-10,3.2770305603874635e-10,2.462076158572747e-10
SVD,NO.B4096,EN,33.91019,-117.6489,55.3326946961547,1.971589410070321e-11,1.971589410070321e-11,8.197236364567554e-12,5.844575995299208,5.066752662166365,3.199385032046565,3.695800792960865e-10,3.194366029716702e-10,1.8587547362258713e-10
SVD,NO.B4003,EZ,34.15833,-117.64694,50.94038226570433,3.372147488646997e-11,3.372147488646997e-11,9.923837819498865e-12,8.15655854530884,6.49759127270383,4.557450328908757,4.529448837223088e-10,4.2417527238730725e-10,1.5885341036745021e-10
SVD,NO.B4004,EZ,34.15667,-117.64889,51.09920551084327,2.98998541663905e-11,2.98998541663905e-11,1.0487529520973746e-11,7.706272683366417,6.1359623728481765,5.154117728738341,4.250803202247902e-10,3.983297351992653e-10,1.4841395048476165e-10
SVD,NO.B4005,EZ,34.15361,-117.64806,50.98808338662818,2.8304817184537116e-11,2.8304817184537116e-11,1.2829423163977809e-11,6.223119447493815,5.344938878426333,3.7907072960884003,4.983082871863792e-10,4.3285342298542903e-10,2.468786408104602e-10
SVD,NO.B4006,EZ,34.15083,-117.64778,50.93250097838753,3.352334463541498e-11,3.352334463541498e-11,1.1223940826325244e-11,8.386160265519639,6.618650426614234,5.7278779549484415,4.379555609268695e-10,4.1396827636555286e-10,1.4295222806833815e-10
SVD,NO.B4007,EZ,34.14889,-117.64833,50.96325659734187,3.2903759447060744e-11,3.2903759447060744e-11,9.641165870196331e-12,8.704154814291062,6.943910007175876,4.794820920900316,4.141563762025898e-10,3.873140541935743e-10,1.466742219116847e-10
SVD,NO.B4008,EZ,34.14583,-117.64694,50.806198531953285,2.7705022267884295e-11,2.7705022267884295e-11,9.38138761753083e-12,7.815767131980885,6.3178076917061095,4.573470640811777,3.883577983148024e-10,3.583574018107114e-10,1.4967214864294928e-10
SVD,NO.B4009,EZ,34.14333,-117.64806,50.88684646510739,2.6832859106147695e-11,2.6832859106147695e-11,7.586861026862046e-12,9.108967065493202,7.18607765304631,5.270049892078477,3.2273284284235483e-10,3.0516313968380963e-10,1.050330711129965e-10
SVD,NO.B4010,EZ,34.14083,-117.6475,50.8145456927776,2.648237088706612e-11,2.648237088706612e-11,7.565225986081796e-12,9.10887460342042,7.178105828710608,5.374730606168336,3.1852086606616873e-10,3.0151211486781513e-10,1.0269365466025466e-10
SVD,NO.B4011,EZ,34.1375,-117.64833,50.86556069920077,1.8123406490607745e-11,1.8123406490607745e-11,5.1559993950101605e-12,9.116322421323689,7.336521675578923,4.602459370236804,2.1780418870954423e-10,2.018867697207271e-10,8.17336945889078e-11
SVD,NO.B4012,EZ,34.13583,-117.64694,50.72589143224016,1.5672386441575765e-11,1.5672386441575765e-11,4.923629867199773e-12,9.7506766565277,7.9678887129458245,4.993662195317354,1.7609441057068417e-10,1.6072505957990652e-10,7.194926446651272e-11
SVD,NO.B4013,EZ,34.1325,-117.6475,50.756085999810416,7.34923084969449e-12,7.34923084969449e-12,2.71711042858191e-12,5.413849533245347,4.80970090626295,2.453962599373601,1.4872396097978713e-10,1.2486682553146556e-10,8.079042301666569e-11
SVD,NO.B4014,EZ,34.13139,-117.6475,50.74956121563467,2.223802539003254e-11,2.223802539003254e-11,4.213489244547436e-12,10.002352993736023,7.980357148852882,3.5559866387183816,2.4357867277046876e-10,2.2771848851628627e-10,8.645727162293015e-11
SVD,NO.B4015,EZ,34.12667,-117.6475,50.725144311075105,3.2522483789542046e-11,3.2522483789542046e-11,4.7162791230177716e-12,10.9769612118199,8.605560656322135,3.441818754190107,3.245990742681651e-10,3.088136497427424e-10,9.999344352664638e-11
SVD,NO.B4016,EZ,34.12472,-117.64722,50.69081917029235,3.3234452986269425e-11,3.3234452986269425e-11,4.413137209933351e-12,10.951029209712251,8.639196257897028,2.97256273099962,3.324906084389975e-10,3.1434554310590546e-10,1.0833690151369519e-10
SVD,NO.B4017,EZ,34.12167,-117.6475,50.705163075163654,3.0175504977828854e-11,3.0175504977828854e-11,5.86273581199013e-12,10.700424368703638,8.429782400086216,4.300381943516671,3.089572928504389e-10,2.9250208798989003e-10,9.948435719763447e-11
SVD,NO.B4018,EZ,34.11833,-117.6475,50.69519169734854,3.1239625671516825e-11,3.1239625671516825e-11,4.308734441791246e-12,11.323600778546641,8.9230435539985,3.223391043417109,3.0224992840305097e-10,2.8607750956847185e-10,9.754320959836389e-11
SVD,NO.B4019,EZ,34.11611,-117.64833,50.7666229233644,3.1113491077520067e-11,3.1113491077520067e-11,5.452953845519806e-12,10.91776968706537,8.591081476597866,4.000446545163749,3.1221938735275414e-10,2.9595425476444107e-10,9.94586593804353e-11
SVD,NO.B4020,EZ,34.11389,-117.64611,50.55789473026995,3.142478868305897e-11,3.142478868305897e-11,4.616863669714325e-12,11.306770998230718,8.854268800960128,3.6258575579039944,3.0449430234727184e-10,2.8996539366341406e-10,9.293465790313711e-11
SVD,NO.B4021,EZ,34.11194,-117.64722,50.657823959675774,3.1998369607973764e-11,3.1998369607973764e-11,5.638700979904261e-12,10.782624664300362,8.42622242809993,4.237218873284528,3.251234384986485e-10,3.10279509051041e-10,9.711784863880281e-11
SVD,NO.B4022,EZ,34.10944,-117.6475,50.681840785958826,3.474327484576497e-11,3.474327484576497e-11,6.183518751979999e-12,10.568739123586468,8.330317754390558,3.873716135295589,3.6015773793414696e-10,3.4080047688583133e-10,1.1648446741189e-10
SVD,NO.B4023,EZ,34.10583,-117.64722,50.65606068071183,3.746491246746322e-11,3.746491246746322e-11,6.6355798209165286e-12,10.98416458829099,8.69359942757172,3.8704758134724875,3.736825595282515e-10,3.521142953921567e-10,1.2511665866730232e-10
SVD,NO.B4024,EZ,34.10333,-117.6475,50.68378847939806,3.0063440863147e-11,3.0063440863147e-11,5.876241664421681e-12,10.815204456396115,8.665647301954605,3.8533835278991466,3.0454337782687574e-10,2.834844235151219e-10,1.1128005482790789e-10
SVD,NO.B4025,EZ,34.10139,-117.64722,50.66046789960348,2.4735803428695743e-11,2.4735803428695743e-11,5.497298625834447e-12,9.970795202237358,8.067089462928589,3.807145148849066,2.7179539157355816e-10,2.505357821823387e-10,1.0537816057849741e-10
SVD,NO.B4027,EZ,34.09583,-117.64611,50.57033971612768,2.7931365267661374e-11,2.7931365267661374e-11,5.609910106961939e-12,9.88184218762048,7.928513262872556,3.5837726444360793,3.096700399549552e-10,2.878235591195535e-10,1.1425030617664207e-10
SVD,NO.B4029,EZ,34.08917,-117.64722,50.6973060988034,1.5635832150594006e-11,1.5635832150594006e-11,2.6761986548600523e-12,9.311416282455982,7.746911171219368,2.395582722103947,1.83971379835382e-10,1.6492383494911868e-10,8.152053277678119e-11
SVD,NO.B4030,EZ,34.08639,-117.64694,50.684928520303096,1.0405552493563931e-11,1.0405552493563931e-11,3.0002180633017925e-12,7.121880359211465,6.180176218832191,2.6757682617241594,1.6007203747977114e-10,1.3758002291405544e-10,8.182172375288387e-11
SVD,NO.B4031,EZ,34.08417,-117.64694,50.697007068059364,2.0845469668404405e-11,2.0845469668404405e-11,3.686426346076154e-12,10.724308401589244,8.29598275751461,4.76081147063631,2.1295485904372026e-10,2.0532160857553153e-10,5.650494706029711e-11
SVD,NO.B4032,EZ,34.08139,-117.64722,50.73961483690526,2.115118748658122e-11,2.115118748658122e-11,4.893625533760128e-12,10.021940491742427,7.814018924663534,5.302754396256676,2.312213458416805e-10,2.2119933917357528e-10,6.733619473961704e-11
SVD,NO.B4033,EZ,34.07889,-117.64667,50.70565393159691,2.5524278338115498e-11,2.5524278338115498e-11,5.5683805631933915e-12,10.589401711507168,8.206001611921916,5.669586314930656,2.6407479499083123e-10,2.5416314623319263e-10,7.167002474043312e-11
SVD,NO.B4034,EZ,34.07611,-117.64778,50.82822956565644,2.2564931064594848e-11,2.2564931064594848e-11,4.093128597065831e-12,9.339900723720826,7.362318811735495,3.490504943967039,2.646895230045238e-10,2.504813096057577e-10,8.555499474926572e-11
SVD,NO.B4035,EZ,34.07306,-117.64722,50.80112892855677,2.1986832781907072e-11,2.1986832781907072e-11,3.892461958223633e-12,9.086074869345005,7.191527828549221,3.202745792719871,2.651131994729126e-10,2.498419302060226e-10,8.867930111189014e-11
SVD,NO.B4036,EZ,34.07139,-117.6475,50.84123894073552,1.8693494728558362e-11,1.8693494728558362e-11,4.880354689576132e-12,8.523725619939965,6.830572413587089,4.055803850084047,2.402735373525247e-10,2.236604448641734e-10,8.779167474797999e-11
SVD,NO.B4037,EZ,34.06806,-117.64806,50.92333230054562,1.1035135280477973e-11,1.1035135280477973e-11,3.4826262310523274e-12,6.7027864248174325,5.966472161754359,2.581874313995951,1.8037131698897347e-10,1.5116422514431303e-10,9.84031962329283e-11
SVD,NO.B4038,EZ,34.06611,-117.64583,50.73745542770537,1.7741977501359535e-11,1.7741977501359535e-11,4.3398764095455466e-12,9.108753695195098,7.334300995982821,3.938396921736812,2.1339687542696346e-10,1.9766696604597363e-10,8.041142316966458e-11
SVD,NO.B4039,EZ,34.06167,-117.64694,50.88654856848827,1.059247323780332e-11,1.059247323780332e-11,3.2366065076652007e-12,5.936306644375136,5.510202664240632,2.029725043061538,1.954913739879299e-10,1.5710379094999484e-10,1.1634120582506008e-10
